Interne ID;Kunden-ID;Zentrale;Name;Straße;PLZ;Ort;BL/Region;AD-Außendienst / RFE-Merchandiser;RFE - letzter Besuch;Besuchsintervall in Tagen;RFE-Level;Channel
2275;1100551;DE EURONICS GERMANY;Euronics Berlet Soest;Opmünder Weg 65-67;59494;Soest;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);19.02.2024;90;C;Euronics
2276;M126;DE MSH GERMANY;MediaMarkt;Unterweingartenfeld 4;76135;Karlsruhe;BW;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);22.11.2023;90;C;Media Markt
2277;63100;DE EXPERT GERMANY;Expert;Kämerstr. 21-25+14;59174;Kamen;NW;Peter Grosse (AD), Markus Lammer (AD), Hakim Kouji (RFE);30.10.2023;90;C;Euronics
2282;1202080;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Mettmann;Talstraße 10;40822;Mettmann;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;EP
2285;44000;DE EXPERT GERMANY;Expert;Rosenheimer Straße 21;83607;Holzkirchen;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
2288;42700;DE EXPERT GERMANY;Expert;Kinzigbogen 1;63452;Hanau;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);25.09.2023;180;D;Expert
2291;S315;DE MSH GERMANY;SATURN;Neumarkt 2;9111;Chemnitz;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);02.06.2023;42;B;Saturn
2293;M222;DE MSH GERMANY;MediaMarkt;Haddorfer Grenzweg 2a;21682;Stade;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);01.02.2024;90;C;Media Markt
2294;215750;DE EURONICS GERMANY;EURONICS XXL Hambühren;Sudermannstraße 2;29313;Hambühren;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
2295;580152;DE EURONICS GERMANY;EURONICS XXL Baumann;Ludwig-Thoma-Straße 20;95447;Bayreuth;BY;Marco Kolibius (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Euronics
2299;S327;DE MSH GERMANY;SATURN;Nordwall 27;29221;Celle;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);05.09.2023;90;C;Saturn
2303;M016;DE MSH GERMANY;MediaMarkt;Hofsteder Straße 194-196;44809;Bochum;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);04.09.2023;42;B;Media Markt
2307;S309;DE MSH GERMANY;SATURN;Berliner Platz 2;46395;Bocholt;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);22.01.2024;42;B;Saturn
2308;S216;DE MSH GERMANY;SATURN;Theresienhöhe 4;50354;Hürth;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);22.01.2024;90;C;Saturn
2316;M254;DE MSH GERMANY;MediaMarkt;Sonnenstraße 30;72458;Albstadt;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);29.11.2023;90;C;Media Markt
2317;215817;DE EURONICS GERMANY;EURONICS XXL Einbeck;Altendorfer Tor 20;37574;Einbeck;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Euronics
2325;1163350;DE ELECTRONIC PARTNER GERMANY;MEDIMAX;Hansestraße 8;48653;Coesfeld;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);;;E - nicht besuchen;EP
2328;M029;DE MSH GERMANY;MediaMarkt;Hohenecker Straße 26;67663;Kaiserslautern;RP;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);23.08.2023;42;B;Media Markt
2333;M065;DE MSH GERMANY;MediaMarkt;Drygalski-Allee 31;81477;München;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);13.03.2024;21;A;Media Markt
2335;21500;DE EXPERT GERMANY;expert Langenhagen;Marktplatz 7;30853;Langenhagen;NI;Peter Grosse (AD), Markus Lammer (AD), Frank Friedrich (RFE);22.07.2022;90;C;Expert
2341;1100815;DE EURONICS GERMANY;Euronics XXL;Raiffeisenstraße 1;4509;Delitzsch;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
2345;33400;DE EXPERT GERMANY;Expert;Alte Straße 5;35578;Wetzlar;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
2346;M104;DE MSH GERMANY;MediaMarkt;Heinrich-Hertz-Straße 6;77656;Offenburg;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);27.10.2023;21;A;Media Markt
2347;1129750;DE EXPERT GERMANY;expert Wesel;Rudolf-Diesel-Straße 17-25;46485;Wesel;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;EP
2358;1216240;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Bad Camberg;Beuerbacher Landstraße 1;65520;Bad Camberg;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;EP
2360;1101168;DE EURONICS GERMANY;EURONICS XXL Böseleger;Untenende 8A;26842;Ostrhauderfehn;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
2363;215864;DE EURONICS GERMANY;EURONICS XXL Rendsburg;Friedrichstädter Straße 34;24768;Rendsburg;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Euronics
2371;215940;DE EURONICS GERMANY;EURONICS XXL Delbrück;Boker Straße 25;33129;Delbrück;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);17.11.2023;;C;Euronics
2375;35700;DE EXPERT GERMANY;expert Bening Norden;Gewerbestraße 16;26506;Norden;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
2377;61902;DE EXPERT GERMANY;Expert Elektro R. Meyer;Provinzialstraße 75;66126;Saarbrücken;SL;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Expert
2381;S210;DE MSH GERMANY;SATURN;Hohe Straße 46-50;50667;Köln;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);16.02.2024;21;A;Saturn
2392;38000;DE EXPERT GERMANY;Expert;Peiner Straße 107;38229;Salzgitter;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);24.01.2024;180;D;Expert
2396;S067;DE MSH GERMANY;SATURN;Weichser Weg 5;93059;Regensburg;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);24.01.2024;21;A;Saturn
2398;S312;DE MSH GERMANY;SATURN;Grünaustraße 2;94032;Passau;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);16.01.2023;180;D;Saturn
2399;M228;DE MSH GERMANY;MediaMarkt;Friedrichstraße 129-133;40217;Düsseldorf;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);19.02.2024;21;A;Media Markt
2400;20800;DE EXPERT GERMANY;expert Melle;Weststraße 15;49324;Melle;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Paul Janzen (RFE);22.01.2024;180;D;Expert
2401;M315;DE MSH GERMANY;MediaMarkt;Willy-Brandt-Allee 1;91301;Forchheim;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);22.08.2023;180;D;Media Markt
2408;22300;DE EXPERT GERMANY;expert ESC Cottbus GmbH;Sielower Chaussee 38;3044;Cottbus;BB;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
2410;M177;DE MSH GERMANY;MediaMarkt;Fraunhoferstraße 9;87700;Memmingen;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);12.03.2024;42;B;Media Markt
2411;26600;DE EXPERT GERMANY;expert Schrobenhausen;Regensburger Straße 8;86529;Schrobenhausen;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
2416;48300;DE EXPERT GERMANY;expert Weißenfels;Merseburger Straße 135;6667;Weißenfels;ST;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);12.06.2023;180;D;Expert
2418;M253;DE MSH GERMANY;MediaMarkt;Haiterbacher Straße 66;72202;Nagold;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);20.10.2023;42;B;Media Markt
2419;1101298;DE EURONICS GERMANY;Euronics;Wilde Acht 4;54329;Konz;RP;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Euronics
2425;47400;DE EXPERT GERMANY;expert Forchheim;Hafenstraße 2;91301;Forchheim;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);22.08.2023;180;D;Expert
2428;1155870;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Kempen;Kleinbahnstraße 20;47906;Kempen;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;EP
2436;M127;DE MSH GERMANY;MediaMarkt;Posthalterweg 15;26129;Oldenburg (Oldenburg);NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);28.03.2024;21;A;Media Markt
2437;M207;DE MSH GERMANY;MediaMarkt;Neustadt 28;35390;Gießen;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);22.02.2024;21;A;Media Markt
2442;M007;DE MSH GERMANY;MediaMarkt;Gaußstr 1;84030;Landshut;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);02.02.2024;21;A;Media Markt
2448;1169070;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Berlin-Weißensee;Romain-Rolland-Straße 31-35;13089;Berlin;BE;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;EP
2455;M082;DE MSH GERMANY;MediaMarkt;Kurt-Schumacher-Ring 3;63329;Egelsbach;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);03.02.2022;180;D;Media Markt
2459;M261;DE MSH GERMANY;MediaMarkt;Bahnhofstraße 10;49716;Meppen;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;C;Media Markt
2463;M237;DE MSH GERMANY;MediaMarkt;Äppelallee 69;65203;Wiesbaden;HE;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);22.01.2024;42;B;Media Markt
2475;64600;DE EXPERT GERMANY;Expert;Raabeweg 3;51545;Waldbröl;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);17.08.2023;180;D;Expert
2492;1238560;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Leipzig Sachsenpark;Handelsstraße 10;4356;Leipzig;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;EP
2501;M211;DE MSH GERMANY;MediaMarkt;Keniastraße 37;47269;Duisburg;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);02.01.2024;90;C;Media Markt
2506;M125;DE MSH GERMANY;Media Markt Nordhorn;Denekamper Straße 185;48529;Nordhorn;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);12.09.2023;42;B;Media Markt
2515;1224340;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Schwarzenberg;Neustädter Ring 2;8340;Schwarzenberg/Erzgebirge;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;EP
2518;M280;DE MSH GERMANY;MediaMarkt;Stuttgarter Straße 1;73230;Kirchheim unter Teck;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);04.03.2024;42;B;Media Markt
2521;S039;DE MSH GERMANY;SATURN;Anger 1-3;99084;Erfurt;TH;Marco Kolibius (AD), Markus Lammer (AD), Paul Janzen (RFE);24.10.2023;90;C;Saturn
2522;60300;DE EXPERT GERMANY;expert MediaPark Ebersbach;Adam-Ries-Straße 10;2730;Ebersbach-Neugersdorf;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
2526;M025;DE MSH GERMANY;MediaMarkt Hildesheim;Bavenstedter Straße 65;31135;Hildesheim;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);24.01.2024;42;B;Media Markt
2530;M154;DE MSH GERMANY;MediaMarkt;Robert-Koch-Straße 18;64331;Weiterstadt;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);12.09.2022;21;A;Media Markt
2531;78800;DE EXPERT GERMANY;expert Kamp-Lintfort - expert Gröblinghoff GmbH;Moerser Straße 290;47475;Kamp-Lintfort;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);12.12.2023;180;D;Expert
2537;54800;DE EXPERT GERMANY;expert Villringer;Hauptstraße 26;79650;Schopfheim;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Expert
2538;S310;DE MSH GERMANY;SATURN;Würzburger Straße 6;90762;Fürth;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);03.11.2021;;B;Saturn
2549;M137;DE MSH GERMANY;MediaMarkt;Hildesheimer Straße 410;30519;Hannover;NI;Peter Grosse (AD), Markus Lammer (AD), Frank Friedrich (RFE);29.01.2024;42;B;Media Markt
2560;24000;DE EXPERT GERMANY;Expert;Dresdner Straße 7;82110;Germering;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);11.03.2024;180;D;Expert
2561;S036;DE MSH GERMANY;SATURN;Hanauer Straße 77;80993;München;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);11.01.2024;42;B;Saturn
2564;79200;DE EXPERT GERMANY;Expert;Engerser Landstraße 38;56564;Neuwied;RP;Marcus Beykirch (AD), Markus Lammer (AD), Hakim Kouji (RFE);03.10.2023;180;D;Expert
2566;S014;DE MSH GERMANY;SATURN;Ludwigsburger Straße 9;4209;Leipzig;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);13.04.2023;180;D;Saturn
2567;M252;DE MSH GERMANY;MediaMarkt;Südertor 1;59557;Lippstadt;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);23.02.2024;42;B;Media Markt
2569;1178770;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Schwentinental;Mergenthalerstraße 24;24223;Schwentinental;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;EP
2571;1163390;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Duderstadt;Zur Feilenfabrik 4;37115;Duderstadt;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;EP
2574;M257;DE MSH GERMANY;MediaMarkt;Am Südpark 7;86633;Neuburg an der Donau;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);18.09.2023;90;C;Media Markt
2578;M164;DE MSH GERMANY;MediaMarkt;Blaubeurer Straße 24;89077;Ulm;BW;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);16.01.2024;21;A;Media Markt
2583;M219;DE MSH GERMANY;MediaMarkt;Otto-F.-Alsen-Straße 2;25524;Itzehoe;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);04.03.2024;42;B;Media Markt
2584;M189;DE MSH GERMANY;MediaMarkt;Siemensstraße 16;44579;Castrop-Rauxel;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);04.02.2024;42;B;Media Markt
2585;74300;DE EXPERT GERMANY;expert Bild und Ton;Junckerstraße 26;16816;Neuruppin;BB;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Expert
2596;55500;DE EXPERT GERMANY;expert Gwinner;Industriestraße 9;94469;Deggendorf;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
2597;M045;DE MSH GERMANY;MediaMarkt;Lüner Rennbahn 4;21339;Lüneburg;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);13.11.2023;21;A;Media Markt
2601;1100705;DE EURONICS GERMANY;EURONICS XXL;Kalistraße 11;6406;Bernburg;ST;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;Euronics
2602;M081;DE MSH GERMANY;MediaMarkt;An den Freiheitswiesen 5;13597;Berlin;BE;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);06.01.2024;42;B;Media Markt
2605;M142;DE MSH GERMANY;MediaMarkt;Friedrichstraße 303;42551;Velbert;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);29.06.2023;90;C;Media Markt
2606;1207500;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Dortmund;Schleefstraße 15;44287;Dortmund;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);16.02.2024;180;D;EP
2613;M057;DE MSH GERMANY;MediaMarkt;Neufelder Weg 3;27619;Schiffdorf;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);20.10.2021;21;A;Media Markt
2616;56800;DE EXPERT GERMANY;expert klein;Dammweg 4;57610;Altenkirchen;RP;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Expert
2622;64900;DE EXPERT GERMANY;Expert;Hugo-Ruegenberg-Straße 2;57462;Olpe;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);02.11.2023;180;D;Expert
2624;58603;DE EXPERT GERMANY;expert Einbeck;Walter-Poser-Straße 4;37574;Einbeck;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
2626;S336;DE MSH GERMANY;SATURN;Europa-Allee 6;60327;Frankfurt am Main;HE;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);27.09.2023;90;C;Saturn
2631;1155230;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Dallgow howeda Electronic GmbH;Döberitzer Weg 3;14624;Dallgow-Döberitz;BB;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);05.01.2024;180;D;EP
2636;64800;DE EXPERT GERMANY;Expert;Wilhelmstraße 4-8;57518;Betzdorf;RP;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;E - nicht besuchen;Expert
2649;S337;DE MSH GERMANY;SATURN;Kamp 30-32;33098;Paderborn;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);12.05.2023;42;B;Saturn
2656;S211;DE MSH GERMANY;SATURN;Am Bahnhof 40;57072;Siegen;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);17.04.2023;42;B;Saturn
2657;M066;DE MSH GERMANY;MediaMarkt;Herrenholz 14;23556;Lübeck;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);20.03.2024;21;A;Media Markt
2661;55101;DE EXPERT GERMANY;expert Dillingen;Johannes-Scheiffele-Straße 15;89407;Dillingen an der Donau;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
2664;23600;DE EXPERT GERMANY;Expert;Carl-Zeiss-Straße 20;73431;Aalen;BW;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);;;E - nicht besuchen;Expert
2669;35400;DE EXPERT GERMANY;Expert;Zeppelinstraße 12;27432;Bremervörde;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
2671;S319;DE MSH GERMANY;SATURN;Reschop Carré Platz 1;45525;Hattingen;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);30.10.2023;180;D;Saturn
2675;215241;DE EURONICS GERMANY;Euronics;Finnentroper Str. 14;57439;Attendorn;NW;Peter Grosse (AD), Markus Lammer (AD), Hakim Kouji (RFE);16.10.2023;90;C;Euronics
2680;1207300;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Halberstadt;Holzmarkt 7;38820;Halberstadt;ST;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;EP
2688;S025;DE MSH GERMANY;SATURN;Humboldtring 13;45472;Mülheim an der Ruhr;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);23.02.2024;42;B;Saturn
2689;31100;DE EXPERT GERMANY;expert Uelzen;Meisterweg 2;29525;Uelzen;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);18.09.2023;180;D;Expert
2691;M093;DE MSH GERMANY;MediaMarkt;Dürerstraße 28;8527;Plauen;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);08.06.2023;90;C;Media Markt
2700;58300;DE EXPERT GERMANY;expert klein;Industriestraße 20-24;56412;Heiligenroth;RP;Marcus Beykirch (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
2702;M023;DE MSH GERMANY;MediaMarkt;Georg-Aicher-Straße 6-10;83026;Rosenheim;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);15.01.2024;21;A;Media Markt
2705;S302;DE MSH GERMANY;SATURN;Bahnhofsplatz 3;65189;Wiesbaden;HE;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);06.11.2023;180;D;Saturn
2708;S087;DE MSH GERMANY;SATURN;Marzahner Promenade 1A;12679;Berlin;BE;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);16.08.2023;90;C;Saturn
2709;1147900;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Dresden-Seidnitz;Enderstraße 59;1277;Dresden;SN;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;EP
2712;34200;DE EXPERT GERMANY;Expert;Industriestraße 33;27570;Bremerhaven;HB;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
2715;M292;DE MSH GERMANY;MediaMarkt;Dammstraße 1;92318;Neumarkt in der Oberpfalz;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);23.10.2023;180;D;Media Markt
2723;215245;DE EURONICS GERMANY;euronicsXXL Johann+Wittmer;Kaiserswerther Straße 95;40880;Ratingen;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);;;D;Euronics
2732;1100267;DE EURONICS GERMANY;EURONICS XXL Lindau;Kemptener Straße 1;88131;Lindau (Bodensee);BY;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);20.11.2023;180;D;Euronics
2738;215500;DE EURONICS GERMANY;Euronics;Rudloff Str. 21;99867;Gotha;TH;Marco Kolibius (AD), Markus Lammer (AD), Paul Janzen (RFE);21.11.2022;180;D;Euronics
2739;82200;DE EXPERT GERMANY;expert klein;Zechenstraße 8;66333;Völklingen;SL;Marcus Beykirch (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Expert
2744;1130960;DE ELECTRONIC PARTNER GERMANY;MEDIMAX Senftenberg;Briesker Straße 4;1968;Senftenberg;BB;Marco Kolibius (AD), Markus Lammer (AD), Benjamin Steffens (RFE);;;E - nicht besuchen;EP
2745;S037;DE MSH GERMANY;MediaMarkt;Ollenhauerstraße 6;81737;München;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);11.01.2024;42;B;Saturn
2755;M047;DE MSH GERMANY;MediaMarkt;Löhrhof 1;45657;Recklinghausen;NW;Markus Lammer (AD), Tatjana Treppesch (AD), Hakim Kouji (RFE);26.10.2021;42;B;Media Markt
2765;M119;DE MSH GERMANY;MediaMarkt;Am Borsigturm 2;13507;Berlin;BE;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Benjamin Steffens (RFE);06.01.2024;42;B;Media Markt
2767;37400;DE EXPERT GERMANY;Expert;Niemeierstraße 8;32758;Detmold;NW;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
2770;M256;DE MSH GERMANY;Media Markt;Ruhrstr. 5 /IM;71332;Waiblingen;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);16.04.2021;;C;Media Markt
2787;S213;DE MSH GERMANY;SATURN;Königsallee 56;40212;Düsseldorf;NW;Tim Flink (AD), Markus Lammer (AD), Hakim Kouji (RFE);16.02.2024;21;A;Saturn
2791;77100;DE EXPERT GERMANY;expert Überlingen GmbH;Abigstraße 1;88662;Überlingen;BW;Ertan Kaya (AD), Markus Lammer (AD), Ronny Gornik (RFE);;;E - nicht besuchen;Expert
2792;M064;DE MSH GERMANY;MediaMarkt;Mühlendamm 5;24113;Kiel;SH;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);20.03.2024;21;A;Media Markt
2797;34900;DE EXPERT GERMANY;expert TechnoMarkt Gräfelfing;Pasinger Straße 94;82166;Gräfelfing;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);11.09.2023;180;D;Expert
2800;1100556;DE EURONICS GERMANY;Euronics Berlet Lüdenscheid;Wefelshohler Straße 1;58511;Lüdenscheid;NW;Peter Grosse (AD), Markus Lammer (AD), Hakim Kouji (RFE);18.12.2023;180;D;Euronics
2801;73600;DE EXPERT GERMANY;Expert;Fuggerstraße 5;92224;Amberg;BY;Ertan Kaya (AD), Markus Lammer (AD), Robin Schürmann (RFE);23.10.2023;180;D;Expert
2803;40200;DE EXPERT GERMANY;expert Lüneburg;Bei der Keulahütte 2;21339;Lüneburg;NI;Markus Lammer (AD), Lennart Strauß (AD), Stephanie Wruck (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
2814;80600;DE EXPERT GERMANY;expert Teichert;Hillerser Straße 15;37154;Northeim;NI;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);;;E - nicht besuchen;Expert
2817;M012;DE MSH GERMANY;MediaMarkt;Laubanger 31;96052;Bamberg;BY;Markus Lammer (AD), Robin Schürmann (RFE);06.09.2023;42;B;Media Markt
2819;M231;DE MSH GERMANY;MediaMarkt;Quedlinburger Landstraße 12;38820;Halberstadt;ST;Peter Grosse (AD), Markus Lammer (AD), Paul Janzen (RFE);23.11.2023;42;B;Media Markt
2821;34004;DE EXPERT GERMANY;expert Westküste;An der Sielbrücke 1;26954;Nordenham;NI;Markus Lammer (AD), Tatjana Treppesch (AD), Frank Friedrich (RFE);;;E - nicht besuchen;Expert
